story_id	example_id	conclusion	premises	premises-FOL	label	source
252	701	In Russia, an effective monetary policy is possible.	['Effective monetary policy is possible with successful inflation control and a strong national currency.', 'A country cannot simultaneously regulate the exchange rate and successfully control inflation.', 'The introduction of an embargo on foreign trade goods in a country leads to a sharp decrease in exports.', 'If exports fall sharply, the national currency cannot be in this country.', 'Regulation of the exchange rate is required to have a strong national currency. ', 'There is an embargo on Russian foreign trade goods.']	['∀x (EffMonPolicy(x) → InfControl(x) ∧ StongCurr(x))', '¬(∀x (InfControl(x) ∧ ExRate(x)))', '∀x (Embargo(x) → ExportFall(x))', '∀x (ExportFall(x) → ¬StongCurr(x))', '∀x (ExRate(x) → StongCurr(x))', 'Embargo(russia)']	False	wiki
143	421	Viewers send in funny videos to the French broadcast channel that are in French.	['Video Gag is a French television series that airs weekly.', 'Video Gag airs on the French broadcast channel TF1. ', 'If viewers send in funny videos to the French broadcast channel, then Video Gag airs them on television.', 'All videos aired on Video Gag are in French.']	['∀x (VideoGag(x) → FrenchTelevision(x) ∧ AirsWeekly(x))', '∀x (VideoGag(x) → ChannelTF1(x))', '∀x (FunnyVideos(x) → AirsWeekly(x))', '∀x (VideoGag(x) → AirsWeekly(x) ∧ French(x))']	Unknown	wiki
143	422	Viewers send in funny videos to the French broadcast channel that are in English.	['Video Gag is a French television series that airs weekly.', 'Video Gag airs on the French broadcast channel TF1. ', 'If viewers send in funny videos to the French broadcast channel, then Video Gag airs them on television.', 'All videos aired on Video Gag are in French.']	['∀x (VideoGag(x) → FrenchTelevision(x) ∧ AirsWeekly(x))', '∀x (VideoGag(x) → ChannelTF1(x))', '∀x (FunnyVideos(x) → AirsWeekly(x))', '∀x (VideoGag(x) → AirsWeekly(x) ∧ French(x))']	Unknown	wiki
476	1386	Jack is a thing.	['All phones are things.', 'All cellphones are phones. ', 'All iPhones are cellphones. ', 'All engineers are workers.', 'All workers are human. ', 'Jack is either an engineer or a worker.', 'Jack is is either a human or a phone.']	['∀x (Phone(x) → Thing(x))', '∀x (Cellphone(x) → Phone(x))', '∀x (Iphone(x) → Cellphone(x))', '∀x (Engineer(x) → Worker(x))', '∀x (Worker(x) → Human(x))', 'Engineer(jack) ⊕ Worker(jack) ', 'Human(jack) ⊕ Phone(jack)']	Unknown	hyb
476	1387	Jack is not a thing.	['All phones are things.', 'All cellphones are phones. ', 'All iPhones are cellphones. ', 'All engineers are workers.', 'All workers are human. ', 'Jack is either an engineer or a worker.', 'Jack is is either a human or a phone.']	['∀x (Phone(x) → Thing(x))', '∀x (Cellphone(x) → Phone(x))', '∀x (Iphone(x) → Cellphone(x))', '∀x (Engineer(x) → Worker(x))', '∀x (Worker(x) → Human(x))', 'Engineer(jack) ⊕ Worker(jack) ', 'Human(jack) ⊕ Phone(jack)']	Unknown	hyb
476	1388	Jack is a thing and an iPhone.	['All phones are things.', 'All cellphones are phones. ', 'All iPhones are cellphones. ', 'All engineers are workers.', 'All workers are human. ', 'Jack is either an engineer or a worker.', 'Jack is is either a human or a phone.']	['∀x (Phone(x) → Thing(x))', '∀x (Cellphone(x) → Phone(x))', '∀x (Iphone(x) → Cellphone(x))', '∀x (Engineer(x) → Worker(x))', '∀x (Worker(x) → Human(x))', 'Engineer(jack) ⊕ Worker(jack) ', 'Human(jack) ⊕ Phone(jack)']	False	hyb
476	1389	Jack is not both a thing and an iPhone.	['All phones are things.', 'All cellphones are phones. ', 'All iPhones are cellphones. ', 'All engineers are workers.', 'All workers are human. ', 'Jack is either an engineer or a worker.', 'Jack is is either a human or a phone.']	['∀x (Phone(x) → Thing(x))', '∀x (Cellphone(x) → Phone(x))', '∀x (Iphone(x) → Cellphone(x))', '∀x (Engineer(x) → Worker(x))', '∀x (Worker(x) → Human(x))', 'Engineer(jack) ⊕ Worker(jack) ', 'Human(jack) ⊕ Phone(jack)']	True	hyb
289	738	No phones are electronic.	['All iPhones are electronic.', 'Some phones are iPhones.']	['∀x (IPhone(x) → Electronic(x))', '∃x (Phone(x) ∧ IPhone(x))']	False	wiki
38	111	A museum in NYC includes Byzantine and Islamic Art.	['Metropolitan Museum of Art is a museum in NYC.', 'Whitney Museum of American Art is a museum in NYC.', 'Museum of Modern Art (MoMA) is a museum if NYC. ', 'Metropolitan Museum of Art includes Bytantine and Islamic Art. ', 'Whitney Museum of American Art includes American art.']	['Museum(metropolitanMuseumofArt) ∧ InNYC(metropolitanMuseumofArt)', 'Museum(whitneyMuseumofAmericanArt) ∧ InNYC(whitneyMuseumofAmericanArt)', 'Museum(museumofModernArt) ∧ InNYC(museumofModernArt)', 'Include(metropolitanMuseumofArt, byzantineArt) ∧ Include(metropolitanMuseumofArt, islamicArt)', 'Include(whitneyMuseumofAmericanArt, americanArt)']	True	wiki
38	112	A museum in NYC includes American art.	['Metropolitan Museum of Art is a museum in NYC.', 'Whitney Museum of American Art is a museum in NYC.', 'Museum of Modern Art (MoMA) is a museum if NYC. ', 'Metropolitan Museum of Art includes Bytantine and Islamic Art. ', 'Whitney Museum of American Art includes American art.']	['Museum(metropolitanMuseumofArt) ∧ InNYC(metropolitanMuseumofArt)', 'Museum(whitneyMuseumofAmericanArt) ∧ InNYC(whitneyMuseumofAmericanArt)', 'Museum(museumofModernArt) ∧ InNYC(museumofModernArt)', 'Include(metropolitanMuseumofArt, byzantineArt) ∧ Include(metropolitanMuseumofArt, islamicArt)', 'Include(whitneyMuseumofAmericanArt, americanArt)']	True	wiki
38	113	A museum in NYC includes Greek art.	['Metropolitan Museum of Art is a museum in NYC.', 'Whitney Museum of American Art is a museum in NYC.', 'Museum of Modern Art (MoMA) is a museum if NYC. ', 'Metropolitan Museum of Art includes Bytantine and Islamic Art. ', 'Whitney Museum of American Art includes American art.']	['Museum(metropolitanMuseumofArt) ∧ InNYC(metropolitanMuseumofArt)', 'Museum(whitneyMuseumofAmericanArt) ∧ InNYC(whitneyMuseumofAmericanArt)', 'Museum(museumofModernArt) ∧ InNYC(museumofModernArt)', 'Include(metropolitanMuseumofArt, byzantineArt) ∧ Include(metropolitanMuseumofArt, islamicArt)', 'Include(whitneyMuseumofAmericanArt, americanArt)']	Unknown	wiki
403	1122	Benji is a person who likes eating cheese.	['A person either likes eating cheese or is a francophile.', 'No francophiles are people who like Spain as their favorite country.', 'A person likes Spain as their favorite country or likes eating cheese.', 'Benji is not a person who likes eating cheese and a person who studies Spanish.', 'If Benji is neither a person who studies Spanish nor a person that studies French, then Benji is a person who studies Spanish or a person that studies French.']	['∀x (Spanish(x) ∨ Francophile(x))', '∀x (Francophile(x) → ¬SpainFav(x))', '∀x (SpainFav(x) ∨ Cheese(x))', '¬(Cheese(benji) ∧ Spanish(benji))', '¬(Spanish(benji) ∨ French(benji)) → ¬(Cheese(benji) ⊕ French(benji))']	Unknown	hyb
403	1123	If Benji is either a person who likes eating cheese or a francophile, then Benji is neither a person who studies Spanish nor a person who studies French.	['A person either likes eating cheese or is a francophile.', 'No francophiles are people who like Spain as their favorite country.', 'A person likes Spain as their favorite country or likes eating cheese.', 'Benji is not a person who likes eating cheese and a person who studies Spanish.', 'If Benji is neither a person who studies Spanish nor a person that studies French, then Benji is a person who studies Spanish or a person that studies French.']	['∀x (Spanish(x) ∨ Francophile(x))', '∀x (Francophile(x) → ¬SpainFav(x))', '∀x (SpainFav(x) ∨ Cheese(x))', '¬(Cheese(benji) ∧ Spanish(benji))', '¬(Spanish(benji) ∨ French(benji)) → ¬(Cheese(benji) ⊕ French(benji))']	True	hyb
403	1124	If Benji is a person who likes Spain as their favorite country or studies French, then Benji is either a person who studies Spanish or a person who likes Spain as their favorite country.	['A person either likes eating cheese or is a francophile.', 'No francophiles are people who like Spain as their favorite country.', 'A person likes Spain as their favorite country or likes eating cheese.', 'Benji is not a person who likes eating cheese and a person who studies Spanish.', 'If Benji is neither a person who studies Spanish nor a person that studies French, then Benji is a person who studies Spanish or a person that studies French.']	['∀x (Spanish(x) ∨ Francophile(x))', '∀x (Francophile(x) → ¬SpainFav(x))', '∀x (SpainFav(x) ∨ Cheese(x))', '¬(Cheese(benji) ∧ Spanish(benji))', '¬(Spanish(benji) ∨ French(benji)) → ¬(Cheese(benji) ⊕ French(benji))']	False	hyb
29	84	Gasteren is a Dutch village.	['Gasteren is village located in the province of Drenthe.', 'Drenthe is a Dutch province. ', 'No cities are villages.', 'The population of a village in Drenthe was 155 people.']	['Village(gasteren) ∧ Province(drenthe) ∧ LocatedIn(gasteren, drenthe)', 'Province(drenthe) ∧ Dutch(drenthe)', '∀x (City(x) → ¬Village(x))', '∃x (Population155(x) ∧ Village(x) ∧ LocatedIn(x, drenthe))']	Unknown	wiki
29	85	Gasteren is a city.	['Gasteren is village located in the province of Drenthe.', 'Drenthe is a Dutch province. ', 'No cities are villages.', 'The population of a village in Drenthe was 155 people.']	['Village(gasteren) ∧ Province(drenthe) ∧ LocatedIn(gasteren, drenthe)', 'Province(drenthe) ∧ Dutch(drenthe)', '∀x (City(x) → ¬Village(x))', '∃x (Population155(x) ∧ Village(x) ∧ LocatedIn(x, drenthe))']	False	wiki
29	86	Gasteren has a population of 155.	['Gasteren is village located in the province of Drenthe.', 'Drenthe is a Dutch province. ', 'No cities are villages.', 'The population of a village in Drenthe was 155 people.']	['Village(gasteren) ∧ Province(drenthe) ∧ LocatedIn(gasteren, drenthe)', 'Province(drenthe) ∧ Dutch(drenthe)', '∀x (City(x) → ¬Village(x))', '∃x (Population155(x) ∧ Village(x) ∧ LocatedIn(x, drenthe))']	Unknown	wiki
210	603	Hyraxes lay eggs.	['The only types of mammals that lay eggs are platypuses and echidnas.', 'Platypuses are not hyrax.', 'Echidnas are not hyrax.', 'No mammals are invertebrates.', 'All animals are either vertebrates or invertebrates.', 'Mammals are animals.', 'Hyraxes are mammals.', 'Grebes lay eggs.', 'Grebes are not platypuses and also not echidnas.']	['∀x ((Mammal(x) ∧ LayEgg(x)) → (Platypuses(x) ⊕ Echidnas(x)))', '∀x (Platypuses(x) → ¬Hyrax(x))', '∀x (Echidnas(x) → ¬Hyrax(x))', '∀x (Mammal(x) → ¬Invertebrate(x))', '∀x (Animal(x) → Invertebrate(x) ⊕ Vertebrate(x))', '∀x (Mammal(x) → Animal(x))', '∀x (Hyrax(x) → Mammal(x))', '∀x (Grebes(x) → LayEgg(x))', '∀x (Grebes(x) → (¬Platypuses(x) ∧ ¬Echidnas(x)))']	False	wiki
210	604	Grebes are not mammals.	['The only types of mammals that lay eggs are platypuses and echidnas.', 'Platypuses are not hyrax.', 'Echidnas are not hyrax.', 'No mammals are invertebrates.', 'All animals are either vertebrates or invertebrates.', 'Mammals are animals.', 'Hyraxes are mammals.', 'Grebes lay eggs.', 'Grebes are not platypuses and also not echidnas.']	['∀x ((Mammal(x) ∧ LayEgg(x)) → (Platypuses(x) ⊕ Echidnas(x)))', '∀x (Platypuses(x) → ¬Hyrax(x))', '∀x (Echidnas(x) → ¬Hyrax(x))', '∀x (Mammal(x) → ¬Invertebrate(x))', '∀x (Animal(x) → Invertebrate(x) ⊕ Vertebrate(x))', '∀x (Mammal(x) → Animal(x))', '∀x (Hyrax(x) → Mammal(x))', '∀x (Grebes(x) → LayEgg(x))', '∀x (Grebes(x) → (¬Platypuses(x) ∧ ¬Echidnas(x)))']	True	wiki
210	605	Platypuses are vertebrates.	['The only types of mammals that lay eggs are platypuses and echidnas.', 'Platypuses are not hyrax.', 'Echidnas are not hyrax.', 'No mammals are invertebrates.', 'All animals are either vertebrates or invertebrates.', 'Mammals are animals.', 'Hyraxes are mammals.', 'Grebes lay eggs.', 'Grebes are not platypuses and also not echidnas.']	['∀x ((Mammal(x) ∧ LayEgg(x)) → (Platypuses(x) ⊕ Echidnas(x)))', '∀x (Platypuses(x) → ¬Hyrax(x))', '∀x (Echidnas(x) → ¬Hyrax(x))', '∀x (Mammal(x) → ¬Invertebrate(x))', '∀x (Animal(x) → Invertebrate(x) ⊕ Vertebrate(x))', '∀x (Mammal(x) → Animal(x))', '∀x (Hyrax(x) → Mammal(x))', '∀x (Grebes(x) → LayEgg(x))', '∀x (Grebes(x) → (¬Platypuses(x) ∧ ¬Echidnas(x)))']	Unknown	wiki
89	271	Bobby Flynn is an Australian citizen.	['Bobby Flynn is a singer-songwriter. ', 'Bobby Flynn finished 7th while competing on Australian Idol.', 'Australian Idol competitors are Australian citizens.', 'The Omega Three band made a nationwide tour in 2007.', 'Bobby Flynn is a member of The Omega Three band.', 'Bobby Flynn was born in Queensland.']	['Singer(bobbyFlynn) ∧ SongWriter(bobbyFlynn)', 'Finished7th(bobbyFlynn) ∧ CompetedOnAustralianIdol(bobbyFlynn)', '∀x (CompetedOnAustralianIdol(x) → AustralianCitizen(x))', 'MadeNationWideTour2007(theOmegaThreeBand) ', 'IsMember(bobbyFlynn, theOmegaThreeBand)', 'BornIn(bobbyFlynn, queensland)']	True	wiki
89	272	Bobby Flynn flew to America in 2007.	['Bobby Flynn is a singer-songwriter. ', 'Bobby Flynn finished 7th while competing on Australian Idol.', 'Australian Idol competitors are Australian citizens.', 'The Omega Three band made a nationwide tour in 2007.', 'Bobby Flynn is a member of The Omega Three band.', 'Bobby Flynn was born in Queensland.']	['Singer(bobbyFlynn) ∧ SongWriter(bobbyFlynn)', 'Finished7th(bobbyFlynn) ∧ CompetedOnAustralianIdol(bobbyFlynn)', '∀x (CompetedOnAustralianIdol(x) → AustralianCitizen(x))', 'MadeNationWideTour2007(theOmegaThreeBand) ', 'IsMember(bobbyFlynn, theOmegaThreeBand)', 'BornIn(bobbyFlynn, queensland)']	Unknown	wiki
